Plarity,Text
P,سرفیس ٹیبلیٹ کے ساتھ فراہم کیے جانے والے پین میں بھی بہتری لائی گئی ہےاور اب کی بار اس میں پلاسٹک کی بجائے ایلومینم کا استعمال کیا گیا ہے۔
P,اس نئی ٹیبلٹ میں سامنے اور پشت کی جانب 5 میگا پکزل کیمرے نصب کیے گئے ہیں جو ہائی ڈیفینیشن ویڈیو بنانے کی صلاحیت بھی رکھتے ہیں۔
P, اب کی بار ٹیبلیٹ کے سپیکر سامنے کی جانب نصب ہیں، جبکہ اس میں یو ایس بی 3.0 پورٹ کے ساتھ ساتھ منی ڈسپلے اور میموری کارڈ لگانے کی سہولت بھی دستیاب ہے۔
Neu,کمپنی کی جانب سے دعوی کیا جارہا ہے کہ یہ ٹیبلیٹ آپ کے موجودہ لیپ ٹاپ کا نعم البدل ثابت ہوسکتی ہے۔
P,لیپ ٹاپ کے مقابلے میں اسکا وزن اور موٹائی انتہائی کم ہے تاہم پرفارمنس اس سے بڑھ کر ہے۔
Neu, بدعنوان ادارہ، بے مثل قربانیاں۔
N, پاکستان میں ہونے والے آئے روزکے بم دھماکوں، فائرنگ اور دہشتگرد حملوں نے ہمیں بدترین حالات کا عادی بنادیاہے۔ 
P,اس کے باوجود کچھ واقعات بعض اوقات ہمیں دھچکا پہنچا کر احساس دلاتے ہیں کہ ہم بے حس نہیں بلکہ سکتے میں ہیں۔
P, دل شکستہ، افسردہ اورنوحہ کناں ضرور، پر مایوس نہیں ہیں،کیونکہ ہمارے محافظ بلند حوصلہ، مضبوط ارادوں اور ہمت کے ساتھ اندرونی و بیرونی خطرات سے نمٹنے اور ہماری حفاظت کے لیے ہمہ وقت تیارہیں۔
P,بہادری سے لڑنے والے بے شمار پولیس افسران نے اپنی ہمت اور شجاعت سے عوام کے دلوں میں نہ صرف گھر بنایا بلکہ وقت آنے پر دہشتگردوں کے سامنے سیسہ پلائی دیوار بن گئے۔
P, ان ہی میں سے ایک، دہشتگردوں کے لیے دہشت کی علامت، جری، بہادر، نڈر اور غیور پولیس افسرچوہدری اسلم کو شہید کردیا گیا۔ 
N,اس خبر نے دہشتگردی کے شکارعوام کو شدید صدمے سے دوچار کیا۔
P,کراچی میں امن وامان کے قیام کے لیے انتہا پسندوں اور جرائم پیشہ عناصر کی سرکوبی میں چوہدری اسلم کے کلیدی کردارسے انکار نہیں کیا جاسکتا۔
P,جس کا اندازہ تحریک طالبان کے اس بیان سے لگایا جاسکتا ہے کہ جتنا نقصان انہیں کراچی میں چوہدری اسلم نے پہنچایا اتنی ہمت اور کسی نے نہ کی۔
P,کراچی میں امن امان کے قیام کے لیے پچھلے چند ماہ میں پولیس نے تقریباً دو سو اہلکاروں کی قربانی دی ہے۔
P,اگر پورے ملک کی بات کی جائے توکراچی سے خیبر تک پولیس افسران کی جرت اور بہادری کی داستانیں پھیلی ہوئیں ہیں۔
P, ڈی آئی جی آپریشنز فیاض سنبل، پشاور سٹی پولیس کے سربراہ ملک سعد، ڈی ایس پی خان رازق، کمانڈنٹ ایف سی صفوت غیور پولیس سرجن سید باقر شاہ، ایس ایس پی ہلال حیدر خان اور شہید ہونے والے ہزاروں اہلکاروں کی طویل فہرست ہے جو باطل کے آگے ڈٹ کر بے جگری سے لڑے اور جام شہادت نوش کیا۔ 
N, مگر افسوس کہ ہمارے یہاں پولیس کا امیج اب تک ظالم، بدعنوان اوربے ایمان ادارے کا ہے ۔
N,رشوت ستانی اور طاقت واختیارات کے بے جا استعمال کے حوالے سے پولیس عوام میں شروع سے ہی غیر مقبول رہی ہے۔
N,دوسری جانب اربوں روپے کے بجٹ کے باوجوداس ڈپارٹمنٹ کی صورتحال دگرگوں ہے۔
N,محدود وسائل کے ساتھ ہمارے محافظوں کو خطرناک دشمن کا سامنا کرنے میدان میں چھوڑ دیا گیا ہے۔
N, قلیل تنخواہ، سنگین دھمکیاں، نہ بلٹ پروف جیکٹس، جیمرز، نہ گاڑیاں حد تو یہ ہے کہ پٹرولنگ کے لیے موبائلوں میں ایندھن تک نہیں ہوتا۔ 
N,مجرموں کا پیچھا کرنے والے اہلکار گاڑیوں کو دھکا لگاتے نظر آتے ہیں۔
P,کراچی پولیس نے وسائل کی کمی اور جدید ٹیکنالوجی کے بغیر شہر میں دہشتگردی کے کئی بڑے منصوبے ناکام بنائے اور انتہائی مطلوب ملزمان کو گرفتاربھی کیا۔
N,لیکن اس جنگ میں سینہ تانے دشمن کوللکارنے والے پولیس افسران کی تنزلی سے اس فورس کی حوصلہ شکنی کی گئی۔
Neu,انہی میں سے ایک سی آئی ڈی کے ایس پی چودھری اسلم بھی تھے۔
N,انکی شہادت کے بعد ان کے جانشین ساتھیوں کو بھی ایسے ہی خطرات کا سامنا ہے۔
P, ان میں راجہ عمر خطاب،خرم وارث، فیاض خان، مظہر مشوانی اور فاروق اعوان قابل ذکر ہیں۔ 
N,حکومت سندھ نے پولیس افسران کی آؤٹ آف ٹرن ترقی کیس میں سپریم کورٹ کے حکم پر سر تسلیم خم کیا تو گیہوں کے ساتھ گھن بھی پس گئے۔
N,تنزلی پانے والے پولیس افسران میں سے یقیناً بہت سے ایسے ہیں جنہیں سیاسی بنیادوں پر ترقیاں دی گئیں۔
P,لیکن کچھ ایسے بھی ہیں جنہوں نے یہاں تک پہنچنے کے لیے زندگی داؤ پر لگائی ہے۔
P,واضح رہے کہ ان افسران کی ترقیاں حکام بالا کی خدمت پر نہیں بلکہ قوم کو تباہی سے بچانے اور دہشت گردوں کا قلع قمع کرنے پر ان کے بہادری کے اعتراف میں دی گئی تھیں۔
P,جنہوں نے پولیس کی عزت کو پامال نہیں ہونے دیا اور مشکل حالات کاسامناکرتے رہے۔
N,دس برسوں میں تین قومی تمغے حاصل کرنے والے راجہ عمر خطاب کی بہادری کا اعتراف تو کیا گیا مگر ان میں اورسیاسی بنیادوں پر ترقی پانے والوں میں کوئی فرق نہ رکھا گیا۔
Neu,مظہر مشوانی نے تحریک طالبان پاکستان کے کئی رہنما گرفتار کیے جس میں عدنان عرف ابو حمزہ بھی شامل ہے۔
P,غیر معمولی کارکردگی پر ترقی پانے والے خرم وارث شاہ نے انیس سو چھانوے میں بطور اے ایس آئی کراچی پولیس میں ملازمت اختیارکی اور لشکر جھنگوی کے سربراہ اکرم لاہوری سمیت متعدد دہشت گردوں کو گرفتار کرکے ڈی ایس پی بنے۔
P,ایئر کنڈیشنڈ روم میں افسران بالا کی طرح کاغذی کاراوائی میں مصروف دکھائی دینے کے بجائے خرم وارث شیروں کی طرح ہر آپریشن کی قیادت کرتے دہشتگردوں کو چن چن کر پکڑتے رہے۔
Neu,کور کمانڈر کراچی، احسن سلیم حیات پر حملے میں ملوث ملزمان، علامہ حسن ترابی پر ہونے والے خودکش حملے، امریکن قونصلیٹ دھماکے میں ملوث ملزمان اور ڈینئیل پرل کیس کے ماسٹر مائنڈاوراس کے ساتھیوں کوگرفتارکیا۔ 
Neu,یوں طویل سفر کے بعد ایس پی کے عہدے تک پہنچے۔
P,عدالتی حکم کے تحت تنزلی کے شکار ان افسران نے تنزلی کے باوجود اپنے فرائض ادا کرنے میں کوئی کسر نہیں چھوڑی ۔
Neu, یہ افسران القاعدہ، لشکرجھنگوی، تحریک طالبان پاکستان سمیت دہشتگردوں کے متعدد دھڑوں سے مسلسل لڑرہے ہیں۔
N,چودھری اسلم کے بعد یہ افسران دہشتگردوں کی ہٹ لسٹ پر ہیں۔
P,لیکن ایسا نہیں ہو سکتا کہ پولیس لڑے اور ریاست و عوام کھڑے ہوکر تماشا دیکھیں۔
P, پوری قوم، خاص طور پر قیادت کا کام ہے وہ فیصلہ کرے کہ دہشتگردوں سے مذاکرات کرنے ہیں یا سخت جوابی کاراوائی، اور اس کے لیے ہمارے محافظوں کی حوصلہ افزائی کرنے کی ضرورت ہے۔ 
P, وقت کا تقا ضا ہے کہ بہادر پولیس افسران سمیت تمام پولیس کے محکمہ کے جوانوں اور افسران کو جدید ترین اسلحہ، کمیونیکیشن کے آلات اور بلٹ پروف گاڑیاں فراہم کی جائیں۔  
Neu,تنخواہوں میں اضافہ کیا جائے۔
P, جن پولیس افسران کی تنزلی کی گئی تھی، ان کی کارکردگی کی بنیاد پر دوبارہ ان کو نہ صرف عہدوں پر بحال کردیا جائے بلکہ ان کو مزید ترقی دی جائے۔
P,بھارت نے اپنی بدنام پولیس کا امیج بہتر بنانے کے لیے بالی ووڈ کی خدمات لیں جس سے پولیس افسران کا تصور دبنگ ہو گیا۔
P,ہمیں یہ سب کرنے کی ضرورت نہیں کیونکہ ہمارے پاس حقیقی ہیروز موجود ہیں۔
P, انہیں پہچانیں، ان کی قدر کریں۔ 
N,دشمن کے منہ خون لگ گیا ہے۔
N,جہاں موقع ملا وار کرے گا۔
N,کہیں ایسا نہ ہو کہ چودھری اسلم کی شہادت کے بعد وہ اپنے اگلے ہدف میں کامیابی حاصل کرے تو ہم ہوش میں آئیں اور اپنے قومی ہیرو کوپھرسپرد خاک کردیں۔
Neu,دلہن ۔۔۔ڈاکٹر ہی چاہیے۔
Neu, پاکستانی معاشرے میں کبھی دلہن کے لئے لمبا قد، گوری رنگت ، دلکش شخصیت اور اچھے خاندان سے ہونے کا معیار مانا جاتا تھا۔
Neu,آج دلہن کا ڈاکٹر یا ڈینٹسٹ ہونا ضروری سمجھا جاتا ہے۔
N,کچھ عرصہ قبل والدین کے لئے بیٹی کی پرورش اور تعلیم اہم تھی لیکن اب ہر ایک چاہتا ہے کہ اس کی بیٹی یا بہو ڈاکٹر ہو۔
Neu,یہ الفاظ ایک غیر ملکی نشریاتی ادارے نے ایک میڈیکل طالبہ کی والدہ کے حوالے سے نشر کیے۔
N,رپورٹ میں کہا گیا کہ پاکستان میں ڈاکٹر لڑکیوں کے قبل ازوقت کیرئیرکے خاتمے کی شرح خطرناک حد تک زیادہ ہے۔
N,رپورٹ میں پاکستان میں طبی صورت حال کے بگاڑ کی وجہ یہ بتائی گئی کہ پاکستانی مرد چاہتا ہے کہ اس کی ہونے والی دلہن ڈاکٹر ہو۔
N,ڈاکٹر لڑکی سے شادی ان کے لئے سماج میں برتری کا احساس لیے ہوئے ہے۔
N,وہ سمجھتے ہیں کہ ایسی دلہن میں ورکنگ وومن اور گھریلو خاتون جیسی دونوں خصوصیات مل جاتیں ہیں لیکن ایسا ممکن نہیں ۔
N,انہیں اپنے خاندان کی خاطر پروفیشنل زندگی کو خیرباد کہنا پڑتا ہے ۔
N,میڈیکل شعبے سے وابستہ لڑکیوں کی اکثریت شادی کے بعد اپنا کیریئر جاری نہیں رکھ پاتی جس سے طبی شعبہ شدید بحران کا شکارہے۔
Neu,پاکستان کے میڈیکل کالجوں میں لڑکوں کی نسبت لڑکیوں کے داخلے کی شرح بہت زیادہ ہے۔
Neu,یہ شرح اندازاً 30فی صد لڑکے اور70فی صد لڑکیوں کے داخلے کی ہے۔
N,شادی کے بعد ان 70 فیصد خواتین ڈاکٹروں کی اکثریت عملی زندگی میں نہیں آتی جس کے باعث ملک ان کی خدمات سے محروم ہو جاتا ہے ۔
N,اسی وجہ سے طبی میدان میں ایک خلاء پیدا ہوجاتا ہے جسے پورا نہیں کیا جا رہا۔
P,پاکستان میں ڈاکٹروں کی شدیدکمی پر ماہرین نے یہاں تک تجویز دی کہ میڈیکل کالجز میں داخلے کے لئے خواتین کے لئے کوٹا مخصو ص کیا جائے۔
P,ایک اکیڈمک ڈاکٹر کا کہنا تھا کہ میڈیکل طلباء و طالبات کے لئے کچھ مدت تک کام کے بانڈ کی شرط عائد کی جائے۔
P,کم از کم دو سال تک انہیں کام کرنے کا پابند کیا جائے۔
N,امریکی خبر رساں ادارے کا کہنا تھا کہ پاکستان میں میڈیکل کالجز میں1991 میں صنفی امتیاز پر کوٹا ختم کردیا گیا جس کے بعد مردوں کی تعد اد طبی کالجز میں بتدریج کم ہو گئی۔
Neu, اب ان کالجز میں80سے85فی صد لڑکیاں زیر تعلیم ہیں،جب کہ امریکی میڈیکل کالجز میں خواتین کے داخلے کی شرح47فی صد ہے۔ 
Neu,کراچی کے ڈاوٴ یونی ورسٹی میں70فی صد طالبات ہیں۔پاکستا ن بھر میں پاکستان میڈیکل اینڈ ڈینٹل کونسل کے پاس مجموعی طور پر132988ڈاکٹرز رجسٹرڈ ہیں۔
